id,url_id,user_id,event_type,timestamp,details
139,139,33,created,2025-02-13 00:34:05,"{""short_code"":""Sm0Gwj"",""original_url"":""https://acme.dev/tidy/engine/139""}"
140,140,138,created,2025-06-17 16:18:13,"{""short_code"":""RMNoQG"",""original_url"":""https://example.com/mellow/field/140""}"
141,141,19,created,2025-03-05 21:14:49,"{""short_code"":""EGX2FK"",""original_url"":""https://example.com/dawn/lagoon/141""}"
142,142,334,created,2025-04-01 16:12:05,"{""short_code"":""yv9Q6w"",""original_url"":""https://relay.cloud/ivory/orbit/142""}"
143,143,274,created,2026-01-01 04:16:50,"{""short_code"":""r9bDRz"",""original_url"":""https://acme.dev/proud/delta/143""}"
144,144,63,created,2025-04-28 12:07:35,"{""short_code"":""dt3QYN"",""original_url"":""https://relay.cloud/cobalt/uplink/144""}"
145,145,341,created,2025-02-05 18:17:38,"{""short_code"":""i2FKaJ"",""original_url"":""https://hackstack.io/clear/island/145""}"
146,146,280,created,2025-10-29 17:33:26,"{""short_code"":""Gyn2Bq"",""original_url"":""https://opswise.net/rapid/garden/146""}"
147,147,353,created,2025-03-13 03:32:30,"{""short_code"":""hw4LWM"",""original_url"":""https://example.com/tidy/uplink/147""}"
148,148,238,created,2025-02-07 12:34:55,"{""short_code"":""QjmhXF"",""original_url"":""https://acme.dev/forest/uplink/148""}"
149,149,32,created,2025-03-21 16:33:19,"{""short_code"":""LXBLNB"",""original_url"":""https://opswise.net/ember/engine/149""}"
150,150,145,created,2026-01-19 02:30:41,"{""short_code"":""ufIZnS"",""original_url"":""https://example.com/calm/window/150""}"
151,151,21,created,2025-07-24 19:20:09,"{""short_code"":""NGIZOi"",""original_url"":""https://example.com/proud/anchor/151""}"
152,152,353,created,2026-02-07 20:28:25,"{""short_code"":""JyrcGE"",""original_url"":""https://hackstack.io/navy/garden/152""}"
153,153,163,created,2025-10-15 21:12:31,"{""short_code"":""MtpBc7"",""original_url"":""https://seeded.app/calm/window/153""}"
154,154,299,created,2026-01-21 20:44:17,"{""short_code"":""vZz1sp"",""original_url"":""https://opswise.net/vivid/garden/154""}"
155,155,129,created,2026-01-14 00:02:49,"{""short_code"":""fyx7nV"",""original_url"":""https://acme.dev/mellow/island/155""}"
156,156,224,created,2025-06-25 01:25:59,"{""short_code"":""YExDzw"",""original_url"":""https://hackstack.io/dawn/yard/156""}"
157,157,341,created,2025-10-06 03:19:11,"{""short_code"":""96QBy0"",""original_url"":""https://hackstack.io/vivid/beacon/157""}"
158,158,297,created,2025-10-30 14:25:07,"{""short_code"":""ZX2Ptx"",""original_url"":""https://hackstack.io/calm/delta/158""}"
159,159,123,created,2025-08-30 12:41:46,"{""short_code"":""ZgCT72"",""original_url"":""https://relay.cloud/ember/network/159""}"
160,160,60,created,2025-01-24 12:50:04,"{""short_code"":""ER8S8P"",""original_url"":""https://acme.dev/gold/field/160""}"
161,161,199,created,2025-04-30 09:32:54,"{""short_code"":""Ee5Elk"",""original_url"":""https://acme.dev/keen/engine/161""}"
162,162,299,created,2025-09-03 03:47:10,"{""short_code"":""T3pDqn"",""original_url"":""https://opswise.net/brisk/network/162""}"
163,163,34,created,2025-01-31 12:29:31,"{""short_code"":""SoSNAS"",""original_url"":""https://relay.cloud/cobalt/field/163""}"
164,164,45,created,2025-09-27 03:28:22,"{""short_code"":""ZM5aTv"",""original_url"":""https://hackstack.io/warm/yard/164""}"
165,165,164,created,2025-10-22 17:49:52,"{""short_code"":""qNNOXl"",""original_url"":""https://opswise.net/quiet/delta/165""}"
166,166,305,created,2025-08-09 18:31:14,"{""short_code"":""DuYvKT"",""original_url"":""https://acme.dev/opal/island/166""}"
167,167,79,created,2025-08-20 08:29:57,"{""short_code"":""wsZNmI"",""original_url"":""https://opswise.net/jade/zenith/167""}"
168,168,270,created,2025-04-01 17:51:05,"{""short_code"":""UhpEaV"",""original_url"":""https://example.com/ember/engine/168""}"
169,169,219,created,2026-01-09 10:19:37,"{""short_code"":""81zCaM"",""original_url"":""https://acme.dev/keen/delta/169""}"
170,170,7,created,2025-04-07 18:14:54,"{""short_code"":""AvbKZo"",""original_url"":""https://hackstack.io/dawn/delta/170""}"
171,171,228,created,2025-07-28 17:42:25,"{""short_code"":""tNMNj5"",""original_url"":""https://seeded.app/lively/yard/171""}"
172,172,16,created,2025-04-28 22:48:26,"{""short_code"":""wHvyO5"",""original_url"":""https://relay.cloud/forest/valley/172""}"
173,173,387,created,2025-05-06 05:19:08,"{""short_code"":""codUuX"",""original_url"":""https://opswise.net/brisk/window/173""}"
174,174,176,created,2025-07-08 03:03:10,"{""short_code"":""61zUd3"",""original_url"":""https://acme.dev/lively/quartz/174""}"
175,175,214,created,2025-04-13 16:06:01,"{""short_code"":""K2DWe6"",""original_url"":""https://hackstack.io/tidy/journey/175""}"
176,176,294,created,2026-01-19 00:29:03,"{""short_code"":""nbhdBi"",""original_url"":""https://acme.dev/keen/zenith/176""}"
177,177,7,created,2025-01-10 19:54:42,"{""short_code"":""SNQGnt"",""original_url"":""https://relay.cloud/navy/meadow/177""}"
178,178,226,created,2025-03-14 10:55:29,"{""short_code"":""XOQ75A"",""original_url"":""https://example.com/ember/orbit/178""}"
179,179,186,created,2025-05-24 04:28:41,"{""short_code"":""15rTq3"",""original_url"":""https://opswise.net/harbor/canyon/179""}"
180,180,308,created,2026-01-07 10:50:42,"{""short_code"":""oAjh18"",""original_url"":""https://hackstack.io/lively/delta/180""}"
181,181,87,created,2025-01-08 20:27:43,"{""short_code"":""fQxer6"",""original_url"":""https://acme.dev/keen/river/181""}"
182,182,12,created,2025-06-22 02:49:31,"{""short_code"":""SRKsHA"",""original_url"":""https://relay.cloud/urban/orbit/182""}"
183,183,301,created,2025-03-15 09:40:55,"{""short_code"":""1ngkwN"",""original_url"":""https://example.com/gold/beacon/183""}"
184,184,361,created,2025-10-27 23:25:52,"{""short_code"":""LM9Fdg"",""original_url"":""https://acme.dev/keen/yard/184""}"
185,185,318,created,2025-11-06 21:10:00,"{""short_code"":""ijhtWm"",""original_url"":""https://opswise.net/calm/kernel/185""}"
186,186,160,created,2025-10-17 21:02:35,"{""short_code"":""SVDkUz"",""original_url"":""https://example.com/lively/network/186""}"
187,187,79,created,2025-09-13 12:06:13,"{""short_code"":""QcaFzH"",""original_url"":""https://seeded.app/mellow/pioneer/187""}"
188,188,77,created,2025-11-17 21:09:42,"{""short_code"":""iqv1Zs"",""original_url"":""https://acme.dev/lively/uplink/188""}"
189,189,110,created,2025-06-16 15:59:12,"{""short_code"":""JKvc3X"",""original_url"":""https://relay.cloud/calm/window/189""}"
190,190,294,created,2025-02-12 08:31:18,"{""short_code"":""9hBWjh"",""original_url"":""https://relay.cloud/young/yard/190""}"
191,191,72,created,2025-01-01 04:27:43,"{""short_code"":""M4CdeP"",""original_url"":""https://example.com/rapid/quartz/191""}"
192,192,302,created,2025-07-24 18:24:46,"{""short_code"":""c3yTEJ"",""original_url"":""https://example.com/young/island/192""}"
193,193,21,created,2025-11-23 19:27:34,"{""short_code"":""lgl8o1"",""original_url"":""https://acme.dev/amber/orbit/193""}"
194,194,372,created,2025-06-06 17:01:43,"{""short_code"":""dS9w93"",""original_url"":""https://example.com/quiet/delta/194""}"
195,195,228,created,2026-01-02 18:39:41,"{""short_code"":""SRD58O"",""original_url"":""https://seeded.app/amber/journey/195""}"
196,196,25,created,2025-09-15 21:50:10,"{""short_code"":""FkOwpZ"",""original_url"":""https://opswise.net/tidy/engine/196""}"
197,197,144,created,2025-07-02 19:41:12,"{""short_code"":""I2V2jt"",""original_url"":""https://seeded.app/urban/river/197""}"
198,198,301,created,2025-05-31 19:56:21,"{""short_code"":""oz68ij"",""original_url"":""https://opswise.net/mellow/valley/198""}"
199,199,267,created,2025-11-29 13:03:37,"{""short_code"":""XvESJA"",""original_url"":""https://hackstack.io/amber/pioneer/199""}"
200,200,44,created,2025-03-13 05:28:20,"{""short_code"":""22zcrp"",""original_url"":""https://example.com/young/lagoon/200""}"
201,201,228,created,2025-08-06 04:03:13,"{""short_code"":""WZk0Tq"",""original_url"":""https://hackstack.io/keen/river/201""}"
202,202,342,created,2025-01-31 11:30:27,"{""short_code"":""oQuqqh"",""original_url"":""https://example.com/proud/orbit/202""}"
203,203,39,created,2025-12-06 11:29:54,"{""short_code"":""C4ZV5P"",""original_url"":""https://seeded.app/rapid/canyon/203""}"
204,204,4,created,2026-01-04 05:18:38,"{""short_code"":""ezbJmx"",""original_url"":""https://opswise.net/dawn/pioneer/204""}"
205,205,364,created,2025-11-14 11:34:43,"{""short_code"":""loCnLk"",""original_url"":""https://seeded.app/amber/journey/205""}"
206,206,274,created,2025-12-14 05:51:22,"{""short_code"":""Xnohjg"",""original_url"":""https://acme.dev/silver/zenith/206""}"
207,207,393,created,2026-02-13 13:59:39,"{""short_code"":""DY4Bsi"",""original_url"":""https://acme.dev/lively/kernel/207""}"
208,208,157,created,2025-12-04 18:02:28,"{""short_code"":""bgZu7w"",""original_url"":""https://opswise.net/harbor/garden/208""}"
209,209,237,created,2025-01-21 09:18:02,"{""short_code"":""JlAckK"",""original_url"":""https://relay.cloud/cobalt/zenith/209""}"
210,210,18,created,2025-01-01 23:49:10,"{""short_code"":""YvVb6c"",""original_url"":""https://relay.cloud/amber/island/210""}"
211,211,221,created,2025-08-11 05:46:11,"{""short_code"":""HbrUUh"",""original_url"":""https://acme.dev/cobalt/uplink/211""}"
212,212,81,created,2025-02-10 17:05:31,"{""short_code"":""tFirCo"",""original_url"":""https://opswise.net/brisk/anchor/212""}"
213,213,257,created,2025-02-09 22:12:57,"{""short_code"":""IChkmq"",""original_url"":""https://opswise.net/gold/delta/213""}"
214,214,23,created,2025-11-06 03:09:35,"{""short_code"":""JLdr7v"",""original_url"":""https://acme.dev/young/canyon/214""}"
215,215,323,created,2025-01-12 20:32:25,"{""short_code"":""2UGyda"",""original_url"":""https://opswise.net/quiet/window/215""}"
